Taxonomy / Feature	LDA score (log10)	Class	Mean (relative) abundance in that class	p-value
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Niastella	2.6214369913790407	Organic	2.2961625412402356	0.012725353282910894
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__SM1A02	2.2790141034758205			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.__	2.0571656575042976			-
d__Bacteria.p__NB1_j.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.925744626176954			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__Saccharimonadaceae.g__GTL1	1.704982269230277			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Acinetobacter	2.594284684548231			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.__.__	1.3759241202387174			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Azospirillaceae.g__Azospirillum	2.199833256788786			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Incertae_Sedis.g__Incertae_Sedis	3.604666717618879			-
d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Incertae_Sedis.g__UBA12411	1.5008639924391378			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Terracidiphilus	3.022654741482905			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.250599347112529	Organic	2.9380154758821377	0.010515246
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__Incertae_Sedis	2.8018928940486743	Organic	2.4413056506756896	0.026843629775969602
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Azospirillaceae.g__Skermanella	2.3204067886078894			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.g__Nitrosospira	2.1998330365946046			-
d__Bacteria.p__Candidatus_Eremiobacterota.c__Eremiobacteria.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.800261347256772	Chemical	3.3694186506907644	0.014305878435429647
d__Bacteria.p__Cyanobacteriota.c__Sericytochromatia.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.812616936173374			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Limnotrichales.f__Limnotrichaceae.g__Limnothrix	1.3759241202387174			-
d__Bacteria.p__Planctomycetota.c__OM190.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.5857966004554522			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Phytohabitans	1.8810740947368318			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.g__Agromyces	3.294653400411723	Organic	2.9225359902661068	0.012725353282910894
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Flavihumibacter	1.9158365514349318			-
Unassigned.__.__.__.__.__	2.177556701			0.012725353282910894
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Rubellimicrobium	2.6827065716766634			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Mycobacteriales.f__Mycobacteriaceae.g__Mycobacterium	3.9936233904246468			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Kibdelosporangium	2.66521577			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.__.__.__	2.4785863366909875			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Microbacteriaceae.__	2.7561357377018796			-
d__Bacteria.p__Chlamydiota.c__Chlamydiia.o__Chlamydiales.f__Parachlamydiaceae.g__Candidatus_Protochlamydia	1.843285118503634			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Actinomycetospora	3.2084331367219447			-
d__Bacteria.p__Bdellovibrionota.c__Oligoflexia.o__Oligoflexales.f__Oligoflexaceae.g__Incertae_Sedis	2.0748941228143916			-
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__B10_SB3A.f__Incertae_Sedis.g__Incertae_Sedis	3.470511887111663	Chemical	3.0544542680786964	0.013902988164384317
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__PLTA13.f__Incertae_Sedis.g__Incertae_Sedis	2.948021047194091			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.__	2.4739909031931018			-
d__Bacteria.p__Acidobacteriota.c__Vicinamibacteria.o__Vicinamibacterales.f__Vicinamibacteraceae.__	3.220194314226543	Organic	2.819435651991674	0.014305878435429647
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Terrimonas	2.989413777807689			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Hymenobacteraceae.g__Adhaeribacter	2.4646507804275353	Organic	2.1841484466688823	0.010515246
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Cellulomonadaceae.g__Cellulomonas	2.0571653504773986			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.__.__.__	2.7414122599391537	Organic	2.350721404720654	0.012725353282910894
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Chthoniobacterales.f__Xiphinematobacteraceae.g__Candidatus_Xiphinematobacter	2.6148063448922887			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.__.__	2.960255530745795	Organic	2.5718339212954335	0.012725353282910894
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Occallatibacter	3.806751528080744	Chemical	3.4534840715391524	0.013902988164384317
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales.__.__	3.9175035182604288	Organic	3.4834891286980225	0.014305878435429647
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Rickettsiellales.f__Rickettsiellaceae.g__Incertae_Sedis	1.9158365500151173			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Polyangiaceae.g__Sorangium	1.8810740982111878			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__A0839.g__Incertae_Sedis	1.5977719560981938			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Fictibacillus	3.156001429			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Mucilaginibacter	2.509463025438584	Organic	2.1730753773529163	0.031823127
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__JSC_12	2.1241121433983094			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiales_Incertae_Sedis.g__Nordella	2.8810742088017696	Organic	2.4910192099058195	0.014305878435429647
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.g__Aggregicoccus	1.4039539822105662			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Incertae_Sedis.g__Incertae_Sedis	1.9401951335331322			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Ilyomonas	2.483134085	Organic	2.1772990915716637	0.031823127
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Incertae_Sedis	3.277200914263629			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Marmoricola	3.6012335719521555	Organic	3.190009122746365	0.027486336
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Sporolactobacillaceae.g__Pullulanibacillus	2.9922246938366874	Chemical	2.721410110755332	0.029049022161940587
d__Bacteria.p__SAR324_clade_Marine_group_B_.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Candidatus_Nitrosoarchaeum	2.1540753651212974			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Phormidiaceae.g__Incertae_Sedis	1.5800441037198016			-
d__Bacteria.p__Spirochaetota.c__Spirochaetia.o__Spirochaetales.f__Spirochaetaceae.g__Spirochaeta_2	1.9401956281712305			0.029049022161940587
d__Bacteria.p__RCP2_54.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.807823872	Chemical	3.372704936536031	0.027486336
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Azospirillaceae.g__Deserticella	1.3759241131597173			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Sphingobium	1.7049822612935455			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.__	3.823599007109911	Chemical	3.472787567689712	0.013902988164384317
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Acidiphilium	3.350589456434552			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__mle1_27.f__Incertae_Sedis.g__Incertae_Sedis	2.4831343738156613	Organic	2.091485612339957	0.031823127
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Mycobacteriales.f__Nocardiaceae.g__Nocardia	2.526168890687725			-
d__Bacteria.p__Bacillota.c__Limnochordia.o__Incertae_Sedis.f__Incertae_Sedis.g__Hydrogenispora	3.0160742246448216			-
d__Bacteria.p__Gemmatimonadota.c__BD2_11_terrestrial_group.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.7796165497884684			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae.g__Alicyclobacillus	4.223085473151637	Chemical	3.8903140602121487	0.007290358
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Propionibacteriaceae.g__Microlunatus	2.960255437172522			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__R7C24.f__Incertae_Sedis.g__Incertae_Sedis	1.5800440955550652			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Labraceae.g__Labrys	2.279014103434928			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Hamadaea	2.6012338332182505			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Verrucosispora	2.565320922996494			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.g__Incertae_Sedis	3.939563531896224	Organic	3.4893771431664242	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Anaerolineae.o__Anaerolineales.f__Anaerolineaceae.g__Incertae_Sedis	3.0974600075469825			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Kribbella	3.171108941180375	Organic	2.778643284159548	0.012725353282910894
d__Archaea.p__Thermoplasmatota.c__Thermoplasmata.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.418630991098847	Chemical	3.058758220218946	0.012725353282910894
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kitasatosporales.f__Streptomycetaceae.g__Peterkaempfera	2.526168893485238			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Acidicaldus	3.4066588739042465	Chemical	3.107249665422133	0.010515246
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Anaerotaenia	2.3929578091612442			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Incertae_Sedis	2.0323414994328632			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Rubinisphaeraceae.g__SH_PL14	2.4646507799630264			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__CWT_CU03_E12.g__Incertae_Sedis	2.654677955314389	Chemical	2.334109743956113	0.007290358
d__Bacteria.p__Elusimicrobiota.c__Lineage_IIb.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.8271988862927078			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__YM_S32_TM7_50_20.g__Incertae_Sedis	2.2967430503409614			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Pedosphaerales.f__Pedosphaeraceae.g__Ellin517	2.788664770703222			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Chitinophaga	2.6652157708864253			-
d__Bacteria.p__Patescibacteria.c__Berkelbacteria.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.1029222724492027			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Ammoniphilus	3.0941490817246837			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.__	2.080645968706173			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.g__Brevitalea	1.9779841042271031			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Incertae_Sedis	3.4599043700863406			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Sphaerisporangium	2.7463755721354914			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.__.__	1.940196378789501			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Intrasporangiaceae.__	3.0167369202730647			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.__	1.2790141004990965			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.f__Thermomicrobiaceae.__	1.1998333180607552			-
d__Archaea.p__Micrarchaeota.c__Micrarchaeia.o__Micrarchaeales.f__Micrarchaeaceae.g__Candidatus_Micrarchaeum	1.6769545682203257			0.029049022161940587
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__Leptolyngbya_ANT_L52_2	2.0323415017141864			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Pyrinomonadales.f__Pyrinomonadaceae.g__Arenimicrobium	3.1784699380935226			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Lentzea	2.731311905943662			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__TRA3_20.g__Incertae_Sedis	3.0985582459967094			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Rhodoplanes	3.3940697222397698			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Lederbergia	2.6622309315170902			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.__	2.509463292565471			-
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__Ktedonobacterales.f__Ktedonobacteraceae.g__Ktedonobacter	1.6469915425335562			-
d__Bacteria.p__Thermodesulfobacteriota.c__Syntrophobacteria.o__Syntrophobacterales.f__Syntrophobacteraceae.g__Desulfovirga	2.425142139473837			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kineosporiales.f__Kineosporiaceae.g__Angustibacter	2.7157069215240037			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.g__Microcoleus_PCC_7113	2.5422556229996056			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Incertae_Sedis.f__Incertae_Sedis.g__Hypericibacter	2.631196619260294	Chemical	2.1867046568094426	0.046251427
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiaceae.g__Hyphomicrobium	2.4146771633204946			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Cohnella	3.3656706992272443			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__S_BQ2_57_soil_group.f__Incertae_Sedis.g__Incertae_Sedis	1.2790145569714741			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Phycisphaerales.f__Phycisphaeraceae.g__I_8	1.6469915378679874			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__Roseiarcus	2.959500858507945			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.__	3.2627908490302118			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales.f__Chloroflexaceae.g__Candidatus_Chloroploca	1.8432851168809536			-
d__Bacteria.p__Chlamydiota.c__Chlamydiia.o__Chlamydiales.f__Parachlamydiaceae.g__Neochlamydia	1.7561353552187589			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae.__	2.8700788256618868			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Flavitalea	1.9401951287322057			-
d__Bacteria.p__Planctomycetota.c__vadinHA49.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	2.177556701299501			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.__	3.154075488751259	Organic	2.653967949	0.026843629775969602
d__Bacteria.p__Thermodesulfobacteriota.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.174805004966582	Organic	2.825716526614585	0.049090116
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Longispora	2.333371497			-
d__Bacteria.p__FCPU426.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	3.517896377034487	Chemical	3.150242681	0.049090116
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Oxalobacteraceae.g__Noviherbaspirillum	2.3070431090399586			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Clostridiaceae.g__Incertae_Sedis	2.361200887946674			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiales_Incertae_Sedis.g__Motilibacter	2.623078644714443			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Pseudolabrys	3.281899957427087			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.__	2.542255869847822	Organic	2.2772429765439632	0.031823127
d__Bacteria.p__Chloroflexota.c__Anaerolineae.__.__.__	2.588999314791802	Chemical	2.288361756568583	0.046251427
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.__	3.422029034948339	Organic	2.8393315405892334	0.014305878435429647
d__Archaea.p__Halobacteriota.c__Methanosarcinia.o__Methanosarcinales.f__Methanosarcinaceae.g__Methanosarcina	1.9779841046071105			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Frankiales.f__Sporichthyaceae.g__Incertae_Sedis	2.8062145853863574	Organic	2.3957023509521744	0.024946643222908616
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Catenulisporales.f__Actinospicaceae.g__Actinospica	3.784164221740707			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Cnuella	1.5008639924391378			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__Tepidisphaerales.f__CPla_3_termite_group.g__Incertae_Sedis	2.550081036947426			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.__	1.8018933020491408			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Chthoniobacterales.f__Chthoniobacteraceae.g__LD29	2.2642911590031387			-
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Myxococcaceae.g__KD3_10	2.435361408489395			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Planococcaceae.__	3.151656095589997			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Bacteroidales.f__Muribaculaceae.g__Incertae_Sedis	1.9401951287322057			-
d__Archaea.p__Nanoarchaeota.c__Nanoarchaeia.o__Woesearchaeales.f__Incertae_Sedis.g__Incertae_Sedis	2.330166826			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.__.__.__	1.7439015582156208			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.g__Paracoccus	2.2967430519252674			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__EcFYyy_200	1.5008639990404138			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Segetibacter	1.7439015516143446			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Cupriavidus	2.6939876970973997			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Inquilinaceae.g__Inquilinus	2.455105787434191	Organic	2.1294123032478978	0.024946643222908616
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Isosphaerales.f__Isosphaeraceae.g__Tautonia	2.9662458612319678			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Christensenellales.f__Christensenellaceae.g__Christensenellaceae_R_7_group	0.8018933020491409			-
d__Bacteria.p__Bacillota.c__Sulfobacillia.o__Sulfobacillales.f__Sulfobacillaceae.g__Sulfobacillus	3.1729609030521915	Chemical	2.8505140748879123	0.007290358
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Verticiella	1.9779841049654034			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Coleofasciculaceae.g__Incertae_Sedis	2.1443151164693757			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.__	2.6911946967976723			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.f__Enterobacteriaceae.__	2.4039529526102124			-
d__Bacteria.p__Cyanobacteriota.c__Vampirivibrionia.o__Vampirovibrionales.f__Vampirovibrionaceae.g__Incertae_Sedis	1.9779841049654034			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.g__Aquihabitans	2.4039529545547644			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.g__Dokdonella	1.5008639990404138			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.__.__.__	2.2605305001239664			-
d__Bacteria.p__Bacillota.c__Negativicutes.o__Veillonellales_Selenomonadales.f__Sporomusaceae.g__Anaerosinus	2.177556699854901			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodobacterales.f__Paracoccaceae.__	2.2642906919118526			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Gynurincola	1.1998333180607552			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.__.__.__	2.0748941176231295			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.__	2.8810743777864594	Chemical	2.520504467827563	0.012725353282910894
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Flavobacteriales.f__Weeksellaceae.g__Chryseobacterium	2.2967430524533663			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Moraxellaceae.g__Incertae_Sedis	2.0060131150588676			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Azospirillales.f__Azospirillaceae.__	1.6469915378679874			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.g__Chujaibacter	3.5568143959280145	Chemical	3.213197131503806	0.029049022161940587
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Planosporangium	3.2218487364076935			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Verrucomicrobiales.f__Verrucomicrobiaceae.g__Roseimicrobium	1.9480205551161498			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Thermomonosporaceae.g__Actinocorallia	2.392957454082091			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Edaphobacter	2.1241121427303247			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Polyangiaceae.__	2.3700946956592213			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Methyloligellaceae.g__Incertae_Sedis	3.087450322973287	Organic	2.732725257250621	0.049090116
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Planctomycetales.f__Gimesiaceae.g__Incertae_Sedis	1.853045368			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Nonomuraea	3.100200157839116			-
d__Archaea.p__Halobacteriota.c__Methanocellia.o__Methanocellales.f__Methanocellaceae.g__Methanocella	1.9480209495302427			-
d__Bacteria.p__Actinomycetota.__.__.__.__	3.466535002939773	Organic	3.080236023641499	0.024946643222908616
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__CCD24.f__Incertae_Sedis.g__Incertae_Sedis	3.089694767469058			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Subgroup_15.f__Incertae_Sedis.g__Incertae_Sedis	2.279014103691161			-
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__Vulgatibacteraceae.g__Vulgatibacter	2.7261722978948715			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__Methylorubrum	1.9158365523970564			-
d__Bacteria.p__Dependentiae.c__Babeliae.o__Babeliales.f__Incertae_Sedis.g__Incertae_Sedis	2.249050552430449			-
