Taxonomy / Feature	LDA score (log10)	Class	Mean (relative) abundance in that class	p-value
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales.f__Solirubrobacteraceae.g__JCM_18997	2.4785866994309593			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.__.__	1.1998333180607552			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Arenicellales.f__Arenicellaceae.g__Incertae_Sedis	0.8988033223967743			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Streptosporangium	1.8530453749583797			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.__	2.6531513235867603			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Nostoc_PCC_7107	2.4039529543582434			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Actinomarinales.f__Incertae_Sedis.g__Incertae_Sedis	2.129252317686796			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Kineothrix	1.7439015511366205			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kitasatosporales.f__Streptomycetaceae.g__Kitasatospora	2.898802935698979	Organic	2.513084624816276	0.031823127
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Neobacillus	2.7248779373774643			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Burkholderiaceae.g__Pandoraea	1.704982264583326			-
d__Bacteria.p__Armatimonadota.c__Fimbriimonadia.o__Fimbriimonadales.f__Fimbriimonadaceae.g__Incertae_Sedis	2.3901647021381756			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Acidobacterium	1.5977719490191935			-
d__Bacteria.p__Bdellovibrionota.c__Bdellovibrionia.o__Bdellovibrionales.f__Pseudobdellovibrionaceae.g__Bdellovibrio	1.843285114985849			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Amycolatopsis	3.1462852260705017	Organic	2.7410827545741125	0.012725353282910894
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Devosiaceae.__	2.4785866994709638			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.1998333180607552			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__UTBCD1	2.3581957318008793			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Salinisphaerales.f__Nevskiaceae.g__Nevskia	1.3759241202387174			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__mle1_8.f__Incertae_Sedis.g__Incertae_Sedis	1.8432863625005498			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Acetobacterales.f__Acetobacteraceae.g__Belnapia	2.044930574855771			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__FFCH16767.f__Incertae_Sedis.g__Incertae_Sedis	1.1029232983211343			-
d__Bacteria.p__Bacillota.c__Desulfitobacteriia.o__Desulfitobacteriales.f__Incertae_Sedis.g__Incertae_Sedis	0.8018933055234969			-
d__Bacteria.p__Actinomycetota.c__Thermoleophilia.o__Solirubrobacterales.f__Solirubrobacteraceae.g__Paraconexibacter	2.572745017785211			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Ferruginibacter	1.3759241131597173			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Anaerovoracaceae.g__Anaerovorax	1.7561353582395276			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Phaselicystaceae.g__Phaselicystis	3.1363467898033854	Organic	2.828022501052053	0.012725353282910894
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Enterobacterales.__.__	2.0127465672391684			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.__	2.4146767283375787	Organic	2.090827830795011	0.010515246
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__Cellvibrionaceae.g__Cellvibrio	1.8988033223967742			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Pseudomonadales.f__KI89A_clade.g__Incertae_Sedis	1.8530453678793795			-
d__Bacteria.p__Patescibacteria.c__Microgenomatia.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.7439015513413587			-
d__Archaea.p__Methanobacteriota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobacterium	1.1998333109817552			-
d__Bacteria.p__Acidobacteriota.c__Blastocatellia.o__Blastocatellales.f__Blastocatellaceae.g__Stenotrophobacter	1.8432863662236383			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Thermomonosporaceae.g___Streptomyces__thermoautotrophicus	1.1029233058778585			-
d__Bacteria.p__Acidobacteriota.c__Holophagae.o__Holophagales.f__Holophagaceae.g__Incertae_Sedis	1.5008639919614137			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Isoptericola	2.1443151119132313			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Peptostreptococcaceae.g__Romboutsia	2.522052149145064			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Thermomicrobiales.__.__	1.8530453683571035			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__alphaI_cluster	1.8018933055669264			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae.g__Chryseolinea	2.5094630261871043			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Brevibacteriaceae.g__Brevibacterium	1.5977719490191935			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Polyangiales.f__Polyangiaceae.g__Polyangium	2.1029222722103404			-
d__Bacteria.p__Myxococcota.c__Myxococcia.o__Myxococcales.f__27F_1492R.g__Incertae_Sedis	1.7439015582156208			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Caloramatoraceae.__	0.8018933102138773			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Hyphomicrobiales_Incertae_Sedis.g__Alsobacter	2.6531515192596378			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kineosporiales.f__Kineosporiaceae.__	3.1766413093998085			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Clostridiales.f__Caloramatoraceae.g__Fervidicella	1.102923297713122			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospirillaceae.g__Incertae_Sedis	2.999173627635671			-
d__Bacteria.p__Fibrobacterota.c__Chitinivibrionia.o__Chitinivibrionales.f__Chitinispirillaceae.g__Incertae_Sedis	2.5500810388660766			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Thermoflavimicrobium	1.5977719560981938			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Peptostreptococcales_Tissierellales.f__Peptostreptococcaceae.__	1.5008639919614137			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__MIZ36	1.4039539822105662			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Iamiaceae.__	2.129252317321478			-
d__Bacteria.p__Bacillota.c__Desulfotomaculia.o__Desulfotomaculales.f__Pelotomaculaceae.g__Pelotomaculum	1.5977719490191935			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Methylacidiphilales.f__Methylacidiphilaceae.g__Incertae_Sedis	1.801892281413174			-
d__Bacteria.p__Patescibacteria.c__Parcubacteria.o__Candidatus_Colwellbacteria.f__Incertae_Sedis.g__Incertae_Sedis	0.8988033223967743			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Elsterales.f__URHD0088.g__Incertae_Sedis	2.1292523244004777			-
d__Bacteria.p__Planctomycetota.c__Phycisphaerae.o__CCM11a.f__Incertae_Sedis.g__Incertae_Sedis	1.3759241131597173			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Risungbinella	1.843285114985849			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Microtrichaceae.g__Incertae_Sedis	1.1998333180607552			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__Pantalinema	1.4039539821671367			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Haliangiales.f__Haliangiaceae.g__Kofleria	1.5800441037198016			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__PAUC26f.f__Incertae_Sedis.g__Incertae_Sedis	1.7049822616735528			-
d__Bacteria.p__Deferrisomatota.c__Deferrisomatia.o__Deferrisomatales.f__Deferrisomataceae.g__Deferrisoma	1.8018922743341736			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Salisediminibacteriaceae.g__Evansella	2.032342304052845			-
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__Ktedonobacterales.f__Ktedonobacteraceae.g__Ktedonospora	1.7439015582156208			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae.g__Roseimaritima	1.8018922748118977			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Kineosporiales.f__Kineosporiaceae.g__Thalassiella	2.4920890266050617			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Aurantisolimonas	1.1029233058778585			-
d__Bacteria.p__Thermodesulfobacteriota.c__Desulfuromonadia.o__Geobacterales.f__Geobacteraceae.g__Geomonas	2.3612011714271444			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Leptolyngbyales.f__Leptolyngbyaceae.g__Phormidium_SAG_37_90	2.0060131197818225			-
d__Bacteria.p__Myxococcota.c__Polyangiia.o__Nannocystales.f__Nannocystaceae.g__Enhygromyxa	1.9158365570874367			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Asticcacaulis	2.1998333180607554			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Mumia	1.704982269230277			-
d__Bacteria.p__Patescibacteria.c__Gracilibacteria.o__Absconditabacteriales__SR1_.f__Incertae_Sedis.g__Incertae_Sedis	1.2790140998910842			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Nitrosomonadaceae.__	1.5008619392249163			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Chitinophagaceae.g__Lacibacter	1.9158365489227005			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rhodospirillales.f__Magnetospirillaceae.g__Magnetospirillum	2.154075366689579			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Allorhizocola	2.320406375			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.__.__.__	0.8018933026571532			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Paenarthrobacter	1.704982269230277			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Cytophagaceae.__	1.5008639924391378			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Paenibacillales.f__Paenibacillaceae.g__Incertae_Sedis	2.467004708092127			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Streptosporangiaceae.g__Spongiactinospora	1.9401951353334819			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Caulobacterales.f__Caulobacteraceae.g__Brevundimonas	2.0449305682544945			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Pseudogracilibacillus	1.1998333109817552			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Chromobacteriaceae.__	1.9401951282544816			-
d__Bacteria.p__Patescibacteria.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.1998333180607552			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Ilumatobacteraceae.g__CL500_29_marine_group	2.241225127			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.f__Acidobacteriaceae__Subgroup_1_.g__Silvibacterium	2.698143625818495			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae.g__Effusibacillus	1.6469915378679874			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__Mesorhizobium	2.572745014265219			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Saccharopolyspora	2.124112143379697			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__AKIW659.f__Incertae_Sedis.g__Incertae_Sedis	2.313776557965559			-
d__Archaea.p__Aenigmarchaeota.c__Deep_Sea_Euryarchaeotic_Group_DSEG_.o__Incertae_Sedis.f__Incertae_Sedis.g__Incertae_Sedis	1.6769541088236983			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Lysobacteraceae.g__Stenotrophomonas	2.182104087			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Actinophytocola	3.4071980419561676	Organic	3.0492154437925465	0.013902988164384317
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__UA11.f__Incertae_Sedis.g__Incertae_Sedis	1.2790141034088696			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Mycobacteriales.f__Tsukamurellaceae.g__Tsukamurella	1.3759241136374412			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__Sphingobacteriaceae.g__Solitalea	1.4039539793007931			-
d__Archaea.p__Methanobacteriota.c__Methanobacteria.o__Methanobacteriales.f__Methanobacteriaceae.g__Methanobrevibacter	1.6769541093014224			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Subgroup_12.f__Incertae_Sedis.g__Incertae_Sedis	1.5977719490191935			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__Methylovirgula	2.1775559787450267			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Oscillospirales.f__Ruminococcaceae.g__Incertae_Sedis	1.5800440990728508			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Rhodocyclaceae.g__Incertae_Sedis	2.1998324908025184			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Actinokineospora	1.6769541159026986			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Propionibacteriales.f__Nocardioidaceae.g__Aeromicrobium	2.810493020507328	Organic	2.515952912955412	0.031823127
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Catellatospora	1.9779841123918394			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Steroidobacterales.f__Steroidobacteraceae.g__Steroidobacter	2.2642906904726905			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Tyzzerella	1.1998333109817552			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Sphingobacteriales.f__KD3_93.g__Incertae_Sedis	2.102923298321134			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales.f__Roseiflexaceae.g__Kouleothrix	1.5008630325017909			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Devosiaceae.g__Incertae_Sedis	0.8988033223967743			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Rhizobiaceae.g__Brucella	1.5008619363585727			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Achromobacter	1.8988033157954978			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Sphingomonadales.f__Sphingomonadaceae.g__Erythrobacter	2.0127465626690575			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Beijerinckiaceae.g__Bosea	1.2790141080558206			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Roseburia	1.9779841049654034			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Parageobacillus	2.1775567069339012			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae.g__Planifilum	1.2790141080558206			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Spirosomataceae.g__Nibrella	1.5008619392249163			-
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Bryobacterales.f__Bryobacteraceae.g__Paludibaculum	2.006013119488671			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Lysobacterales.f__Rhodanobacteraceae.g__Rudaea	1.9401951287322057			-
d__Bacteria.p__Pseudomonadota.c__Gammaproteobacteria.o__Burkholderiales.f__Alcaligenaceae.g__Bordetella	1.1029232983211343			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Pseudonocardiales.f__Pseudonocardiaceae.g__Longimycelium	2.646990952729658	Organic	2.359245821782219	0.031823127
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Chitinophagales.f__Saprospiraceae.g__Incertae_Sedis	1.5800440955550652			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Micavibrionales.__.__	1.5800440961630777			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Micrococcaceae.g__Garicola	1.7439015516143446			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micromonosporales.f__Micromonosporaceae.g__Virgisporangium	2.858797821347393			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.__.__.__	1.5008619439152968			-
d__Bacteria.p__Bacillota.c__Clostridia.o__Lachnospirales.f__Lachnospiraceae.g__Epulopiscium	4.509378015247266			-
d__Bacteria.p__Cyanobacteriota.c__Cyanobacteriia.o__Cyanobacteriales.f__Nostocaceae.g__Ancylothrix_8PC	0.8018933020491409			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Micrococcales.f__Promicromonosporaceae.g__Xylanimonas	2.526168893151732			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Bacillales.f__Bacillaceae.g__Priestia	3.8214246850172486			-
d__Bacteria	5.987182948325958			-
d__Bacteria.p__Chloroflexota	5.090410506286661			-
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria	4.706878889162033	Chemical	4.144827606922737	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__Ktedonobacterales	4.680917166441022	Chemical	4.096050022195786	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Ktedonobacteria.o__Ktedonobacterales.f__Ktedonobacteraceae	4.680917166441022	Chemical	4.1340538406746195	0.014305878435429647
d__Bacteria.p__Planctomycetota	4.751380590696834			-
d__Bacteria.p__Planctomycetota.c__Pla4_lineage	3.161728469797019			-
d__Bacteria.p__Planctomycetota.c__Pla4_lineage.o__Incertae_Sedis	3.161728469797019			-
d__Bacteria.p__Planctomycetota.c__Pla4_lineage.o__Incertae_Sedis.f__Incertae_Sedis	3.161728469797019			-
d__Archaea	4.812563900536109			-
d__Archaea.p__Thermoproteota	4.781668934333803			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria	4.781099815155509			-
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrosotaleales	4.744025122540458	Chemical	4.414908548643117	0.014305878435429647
d__Archaea.p__Thermoproteota.c__Nitrososphaeria.o__Nitrosotaleales.f__Nitrosotaleaceae	4.744025122540458	Chemical	4.4091795283448265	0.014305878435429647
d__Bacteria.p__Gemmatimonadota	4.2804595			-
d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadia	4.263091292891285			-
d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadia.o__Gemmatimonadales	4.263091292891285			-
d__Bacteria.p__Gemmatimonadota.c__Gemmatimonadia.o__Gemmatimonadales.f__Gemmatimonadaceae	4.263091292891285			-
d__Bacteria.p__Actinomycetota	5.493487207109395			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria	5.207410106			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales	3.8271988656161526			-
d__Bacteria.p__Actinomycetota.c__Actinobacteria.o__Streptosporangiales.f__Thermomonosporaceae	3.635677399255802			-
d__Bacteria.p__Chloroflexota.c__Chloroflexia	4.547358179923277	Organic	4.087307288887154	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales	4.334647390996797	Organic	3.9875076129416205	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__Chloroflexia.o__Chloroflexales.f__Roseiflexaceae	4.303089251786697	Organic	3.9605809380890955	0.014305878435429647
d__Bacteria.p__Planctomycetota.c__Planctomycetes	4.591050493036429			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Gemmatales	4.4185785252237855			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Gemmatales.f__Gemmataceae	4.4185785252237855			-
d__Bacteria.p__Chloroflexota.__	3.446577706893612			-
d__Bacteria.p__Chloroflexota.__.__	3.446577706893612			-
d__Bacteria.p__Chloroflexota.__.__.__	3.446577706893612			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia	4.391423733148932			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Acidimicrobiales	4.362248046595187			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Acidimicrobiales.f__Acidimicrobiaceae	4.362248046595187			-
d__Bacteria.p__Chloroflexota.c__TK10	4.575094148791841	Organic	4.113580974886323	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__TK10.o__Incertae_Sedis	4.575094148791841	Organic	4.1089374490971124	0.014305878435429647
d__Bacteria.p__Chloroflexota.c__TK10.o__Incertae_Sedis.f__Incertae_Sedis	4.575094148791841	Organic	4.117724473684122	0.014305878435429647
d__Bacteria.p__Verrucomicrobiota	4.375924269473258			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia	4.375199840058867			-
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Chthoniobacterales	3.9797179829630096	Organic	3.631188164681895	0.027486336
d__Bacteria.p__Verrucomicrobiota.c__Verrucomicrobiia.o__Chthoniobacterales.f__Chthoniobacteraceae	3.9605569929429754	Organic	3.6005970283835147	0.027486336
d__Bacteria.p__Acidobacteriota	5.065292332054455			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_22	3.233256763847588			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_22.o__Incertae_Sedis	3.233256763847588			-
d__Bacteria.p__Acidobacteriota.c__Subgroup_22.o__Incertae_Sedis.f__Incertae_Sedis	3.233256763847588			-
d__Bacteria.p__Armatimonadota	4.078124963432208	Organic	3.5267771687411282	0.027486336
d__Bacteria.p__Armatimonadota.c__Incertae_Sedis	4.004653696152408	Organic	3.4599768034656044	0.027486336
d__Bacteria.p__Armatimonadota.c__Incertae_Sedis.o__Incertae_Sedis	4.004653696152408	Organic	3.4705935201117484	0.027486336
d__Bacteria.p__Armatimonadota.c__Incertae_Sedis.o__Incertae_Sedis.f__Incertae_Sedis	4.004653696152408	Organic	3.4622350185981214	0.027486336
d__Bacteria.p__Actinomycetota.c__MB_A2_108	4.073269871510801	Organic	3.682587992149682	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__MB_A2_108.o__Incertae_Sedis	4.073269871510801	Organic	3.6775570633884005	0.014305878435429647
d__Bacteria.p__Actinomycetota.c__MB_A2_108.o__Incertae_Sedis.f__Incertae_Sedis	4.073269871510801	Organic	3.680411181785652	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae	4.953990152069614	Chemical	4.465960151726339	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales	4.560047624939142	Chemical	4.099406756611862	0.014305878435429647
d__Bacteria.p__Acidobacteriota.c__Acidobacteriae.o__Terriglobales.__	3.6164735208236776			-
d__Bacteria.p__Bacillota	5.148905724306042			-
d__Bacteria.p__Bacillota.c__Bacilli	4.967211541316932			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Alicyclobacillales	4.427334074202023	Chemical	4.062688587901401	0.014305878435429647
d__Bacteria.p__Bacillota.c__Bacilli.o__Alicyclobacillales.f__Alicyclobacillaceae	4.427334074202023	Chemical	4.091142565718607	0.014305878435429647
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales	3.9131555120024473			-
d__Bacteria.p__Planctomycetota.c__Planctomycetes.o__Pirellulales.f__Pirellulaceae	3.9131555120024473			-
d__Bacteria.p__Bacteroidota	3.8677526718728443			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia	3.8677526718728443			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales	3.579138518795327			-
d__Bacteria.p__Bacteroidota.c__Bacteroidia.o__Cytophagales.f__Microscillaceae	3.5137002200023457			-
d__Bacteria.p__Pseudomonadota	5.249031641745367	Chemical	4.480232900213415	0.027486336
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria	5.112055065436846			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rickettsiales	2.4039526971274228			-
d__Bacteria.p__Pseudomonadota.c__Alphaproteobacteria.o__Rickettsiales.f__SM2D12	2.313776033683505			-
d__Bacteria.p__Patescibacteria	3.9530329119986827			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia	3.9228779939589438			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales	3.9228779939589438			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.f__LWQ8	3.5951594041916675			-
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales	3.8832402751192836	Organic	3.4497025678963937	0.027486336
d__Bacteria.p__Actinomycetota.c__Acidimicrobiia.o__Microtrichales.f__Incertae_Sedis	3.6337627513974584	Organic	3.216407508410029	0.014305878435429647
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales	2.977984220018361			-
d__Bacteria.p__Bacillota.c__Bacilli.o__Thermoactinomycetales.f__Thermoactinomycetaceae	2.977984220018361			-
d__Bacteria.p__Patescibacteria.c__Saccharimonadia.o__Saccharimonadales.__	2.7248777326795723			-
d__Bacteria.p__Chloroflexota.c__Anaerolineae	4.0209533196680445			-
